strID,strDST,strSEC,strNM,strAD1,strAD2,StrCM,strCT,strPC,strGR,strILEn,strILFr,strURL,intBuilt,xcoord,ycoord
"2605",ASD-W,Anglophone,Devon Middle School,681 Dobie Street,NULL,Fredericton,York,E3A 2Z2,6-8,"English, French Immersion","Anglais, Immersion française",http://devonmiddle.nbed.nb.ca,"1952",2490340.43649529,7440887.89299907
"2640",ASD-W,Anglophone,Leo Hayes High School,499 Cliffe Street,NULL,Fredericton,York,E3A 9P5,9-12,"English, French Immersion","Anglais, Immersion française",http://leohayeshigh.nbed.nb.ca,"2000",2490566.7777435,7442099.9461202
"3215",DSF-NO,Francophone,École Grande-Rivière,"40, rue de l'École",NULL,Saint-Léonard,Madawaska,E7E 1Y6,"Maternelle, 1-12",French,Français,http://egr.nbed.nb.ca,"2003",2391761.07205148,7574695.56441968
"5001",ASD-W,Anglophone,John Caldwell School,130 Victoria Street,NULL,Grand-Sault/Grand Falls,Victoria,E3Z 3B7,"Kindergarten, 1-12","English, French Immersion","Anglais, Immersion française",http://jcs.nbed.nb.ca,"1990",2406088.32492882,7561673.43051956
"3205",DSF-NO,Francophone,École Mgr-Lang,"1365, rue Tobique",NULL,Drummond,Victoria,E3Y 2P4,"Maternelle, 1-6",French,Français,http://ecolemgrlang.nbed.nb.ca,"1962",2409617.66675611,7560716.98904667
"3211",DSF-NO,Francophone,Régionale-de-Saint-André,"477, rue de l'Église",NULL,Saint-André,Madawaska,E3Y 2Y2,"Maternelle, 1-6",French,Français,http://ersa.nbed.nb.ca/,"1953",2403902.02860679,7567539.00095702
"3218",DSF-NO,Francophone,Élémentaire Sacré-Coeur,"689, boul. Éverard H. Daigle",NULL,Grand-Sault/Grand Falls,Victoria,E3Z 3C5,"Maternelle, 1-6",French,Français,http://esc.nbed.nb.ca,"1988",2404419.56844727,7561317.80581523
"3217",DSF-NO,Francophone,Polyvalente Thomas-Albert,"215, rue Guimont",NULL,Grand-Sault/Grand Falls,Victoria,E3Y 1C7,7-12,French,Français,http://pta.nbed.nb.ca,"1969",2406516.29740922,7562610.24472843
"0118",DSF-NO,Francophone,Polyvalente A.-J.-Savoie,"210, rue Mgr Martin E",NULL,Saint-Quentin,Restigouche,E8A 1W1,7-12,French,Français,http://pajs.nbed.nb.ca,"1971",2433319.56796218,7613260.7188876
"0101",DSF-NO,Francophone,École Mgr-Martin,"15, rue Deschênes",NULL,Saint-Quentin,Restigouche,E8A 1M2,"Maternelle, 1-6",French,Français,http://ecolemgr-martin.nbed.nb.ca,"1959",2433031.59855392,7612721.0588551
"0117",DSF-NO,Francophone,École Écho-Jeunesse,"18, rue Fraser",NULL,Kedgwick,Restigouche,E8B 1E6,"Maternelle, 1-7",French,Français,http://echo.nbed.nb.ca,"1956",2436285.05097295,7627933.67006927
"0109",DSF-NO,Francophone,École Marie-Gaétane,"16, rue Fraser",NULL,Kedgwick,Restigouche,E8B 1E6,8-12,French,Français,http://emg.nbed.nb.ca,"1974",2436359.01692502,7627933.17406927
"3818",ASD-N,Anglophone,Tide Head School,232 Restigouche Drive,NULL,Tide Head,Restigouche,E3N 4K7,"Kindergarten, 1-5",English,Anglais,http://ths.nbed.nb.ca,"1947",2479972.50842163,7664933.44533573
"2068",ASD-S,Anglophone,Grand Bay Primary School,92 Woolastook Drive,NULL,Grand Bay-Westfield,Kings,E5K 1S4,"Kindergarten, 1-2","English, French Immersion","Anglais, Immersion française",http://gbp.nbed.nb.ca,"1947",2523867.77694251,7368220.06470739
"2016",ASD-S,Anglophone,Inglewood School,10 School Street,NULL,Grand Bay-Westfield,Kings,E5K 1R6,3-5,English,Anglais,http://inglewood.nbed.nb.ca/,"1960",2523740.8737744,7367783.17677098
"2072",ASD-S,Anglophone,River Valley Middle School,33 Epworth Park Road,NULL,Grand Bay-Westfield,Kings,E5K 1W1,6-8,"English, French Immersion","Anglais, Immersion française",http://rvms.nbed.nb.ca,"1976",2523642.85329431,7369040.87034015
"2062",ASD-S,Anglophone,Westfield School,147 Nerepis Road,NULL,Grand Bay-Westfield,Kings,E5K 2Z5,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://westfieldelem.nbed.nb.ca,"1951",2521576.05649238,7371467.84224641
"1811",ASD-S,Anglophone,Norton Elementary School,274 Route 124,P.O. Box 333,Norton,Kings,E5T 1J7,"Kindergarten, 1-5",English,Anglais,http://norton.nbed.nb.ca,"1923",2562322.17109033,7404807.86800547
"1945",ASD-S,Anglophone,Belleisle Regional High School,1800 Route 124,NULL,"Springfield,Kings County",Kings,E5T 2K2,6-12,"English, French Immersion","Anglais, Immersion française",http://belleisleregional.nbed.nb.ca,"1983",2552016.78624873,7408081.22416851
"1938",ASD-S,Anglophone,Belleisle Elementary School,1775 Route 124,NULL,"Springfield,Kings County",Kings,E5T 2J9,"Kindergarten, 1-5",English,Anglais,http://belleisleelementary.nbed.nb.ca,"1969",2552329.42343302,7408003.76740044
"1925",ASD-S,Anglophone,Macdonald Consolidated School,3950 Route 845,NULL,Kingston,Kings,E5N 1E9,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://macdonald.nbed.nb.ca,"1981",2541027.6498545,7389228.67400695
"2642",ASD-W,Anglophone,Gibson-Neill Memorial Elementary School,67 Wyngate Drive,NULL,Fredericton,York,E3A 6G1,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://gnmes.nbed.nb.ca,"2013",2491705.20692856,7442334.16000841
"5139",DSF-S,Francophone,École Les Éclaireurs,"160, promenade Eco Terra",NULL,Fredericton,York,E3A 9M1,"Maternelle, 1-8",French,Français,NULL,"2015",2490908.09089582,7441212.00269537
"0625",DSF-NE,Francophone,École L'Étincelle,"70, rue de l'Église",NULL,Sainte-Marie-Saint-Raphaël,Gloucester,E8T 1N8,"Maternelle, 1-8",French,Français,http://etincelle.nbed.nb.ca,"1982",2644710.99779106,7646453.28275852
"0604",DSF-NE,Francophone,École Soeur-Saint-Alexandre,"65, rue de l'École",NULL,Lamèque,Gloucester,E8T 1B7,"Maternelle, 1-8",French,Français,http://sr-saint-alexandre.nbed.nb.ca/,"2001",2638709.24879347,7645742.99360585
"0627",DSF-NE,Francophone,École L'Envolée,"135, rue de l'École",NULL,Shippagan,Gloucester,E8S 1V5,"Maternelle, 1-8",French,Français,http://envolee.nbed.nb.ca,"1992",2632690.37377986,7639236.36038379
"0601",DSF-NE,Francophone,École Marie-Esther,"201, rue Hôtel de Ville",NULL,Shippagan,Gloucester,E8S 1L1,9-12,French,Français,http://eme.nbed.nb.ca,"1970",2633721.95918883,7639417.03583996
"0609",DSF-NE,Francophone,École La-Rivière,"11291, Route 11",NULL,Pokemouche,Gloucester,E8P 1H9,"Maternelle, 1-8",French,Français,http://lariviere.nbed.nb.ca,"1964",2621922.98100184,7630903.38104803
"2407",ASD-W,Anglophone,Minto Memorial High School,126 Park Street,NULL,Minto,Queens,E4B 3K9,9-12,English,Anglais,http://mintomemorial.nbed.nb.ca,"1949",2533706.96056768,7453113.93166645
"2411",ASD-W,Anglophone,Minto Elementary Middle School,42 Cedar Street,NULL,Minto,Queens,E4B 2Z9,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://mems.nbed.nb.ca/,"1980",2535082.21138496,7453983.39201926
"2404",ASD-W,Anglophone,Chipman Elementary School,159 Bridge Street,NULL,Chipman,Queens,E4A 1R8,"Kindergarten, 1-5",English,Anglais,http://chipman.nbed.nb.ca,"1967",2547095.14694815,7464790.50178933
"2413",ASD-W,Anglophone,Chipman Forest Avenue School,33 Forest Avenue,NULL,Chipman,Queens,E4A 1Z8,6-12,English,Anglais,http://cfasnewsnet.nbed.nb.ca,"1988",2548830.44781376,7464967.30434949
"2602",ASD-W,Anglophone,Barkers Point Elementary School,39 Carmen Avenue,NULL,Fredericton,York,E3A 3W9,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://bps.nbed.nb.ca,"1946",2490854.54516777,7439149.82477345
"3317",DSF-NO,Francophone,École Régionale Saint-Basile,"247, rue Principale",NULL,Saint-Basile,Madawaska,E7C 1H7,"Maternelle, 1-8",French,Français,http://ersb.nbed.nb.ca,"2004",2369584.31683083,7596705.03477618
"3325",DSF-NO,Francophone,Cité des Jeunes A.-M.-Sormany,"300, rue Martin",C. P. 130,Edmundston,Madawaska,E3V 3K8,9-12,French,Français,http://cdj.nbed.nb.ca,"1971",2363287.61346496,7598389.63471375
"3309",DSF-NO,Francophone,École Notre-Dame,"99, rue Martin",NULL,Edmundston,Madawaska,E3V 2M7,"Maternelle, 1-8",French,Français,http://ecolenotredame.nbed.nb.ca,"1940",2362319.66978406,7598635.87484198
"3320",DSF-NO,Francophone,École Mgr-Matthieu-Mazerolle,"4, rue de l'École",NULL,Rivière-Verte,Madawaska,E7C 2R4,"Maternelle, 1-8",French,Français,http://mgrmatthieumazerolle.nbed.nb.ca/,"1983",2375907.78448472,7592101.0004679
"3321",DSF-NO,Francophone,École Régionale Sainte-Anne,"39, rue St-Joseph",NULL,Sainte-Anne-de-Madawaska,Madawaska,E7E 1K8,"Maternelle, 1-8",French,Français,http://steanne.nbed.nb.ca/,"1953",2384263.0495165,7584435.50286075
"0910",ASD-W,Anglophone,Central New Brunswick Academy,NULL,7263 Route 8 Hwy,"New Bandon, Northumb Co.",Northumberland,E9C 2A7,6-12,English,Anglais,http://cnba.nbed.nb.ca,"2010",2515872.86787907,7499866.89849399
"3905",DSF-S,Francophone,École Régionale de Baie-Sainte-Anne,"5362, Route 117",NULL,Baie-Sainte-Anne,Northumberland,E9A 1V9,"Maternelle, 1-12",French,Français,http://erbsa.nbed.nb.ca,"1961",2616588.73421287,7562079.27922393
"1013",ASD-N,Anglophone,Miramichi Rural School,7366 Route 117,NULL,Miramichi Bay,Northumberland,E1N 5L7,"Kindergarten, 1-8",English,Anglais,http://miramichirural.nbed.nb.ca,"1986",2600208.31128561,7560601.86149456
"1014",ASD-N,Anglophone,Napan Elementary School,225 South Napan Road,NULL,Napan,Northumberland,E1N 4W2,"Kindergarten, 1-5",English,Anglais,http://napan.nbed.nb.ca,"1962",2583546.9150461,7557897.58334804
"0839",ASD-N,Anglophone,Millerton Elementary & Junior High School,4711 Route 108 Hwy,NULL,Derby,Northumberland,E1V 5C3,"Kindergarten, 1-8",English,Anglais,http://millertonschool.nbed.nb.ca,"1989",2564033.93467592,7543213.83088636
"0905",ASD-W,Anglophone,Upper Miramichi Elementary School,3460 Route 625,NULL,Boiestown,Northumberland,E6A 1C8,"Kindergarten, 1-5",English,Anglais,http://umes.nbed.nb.ca/,"1965",2505069.48751701,7494580.67525707
"0901",ASD-W,Anglophone,Doaktown Elementary School,430 Main Street,NULL,Doaktown,Northumberland,E9C 1E8,"Kindergarten, 1-5",English,Anglais,http://doaktownelementary.nbed.nb.ca,"1953",2528737.39896305,7506354.53536404
"0843",ASD-N,Anglophone,Blackville School,12 MacLaggan Drive,NULL,Blackville,Northumberland,E9B 1Y4,"Kindergarten, 1-12","English, French Immersion","Anglais, Immersion française",http://blackville.nbed.nb.ca,"1974",2550623.18739943,7526858.52591113
"2911",ASD-W,Anglophone,Townsview School,122 Lewis P. Fisher Lane,NULL,Woodstock,Carleton,E7M 0G6,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://townsview.nbed.nb.ca,"2014",2416767.17869877,7462724.1532434
"2910",ASD-W,Anglophone,Meduxnekeag Consolidated School,200 School Street,NULL,Woodstock,Carleton,E7M 0G7,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://meduxnekeag.nbed.nb.ca,"2014",2413503.91379973,7460809.02684162
"5202",DSF-S,Francophone,École des Pionniers,"250, chemin Quispamsis",NULL,Quispamsis,Kings,E2E 0R7,"Maternelle, 1-5",French,Français,NULL,"2014",2542035.01638344,7380682.022735
"1364",DSF-S,Francophone,École Antonine-Maillet,"401, chemin Melanson",NULL,Dieppe,Westmoreland,E1A 1A5,6-8,French,Français,NULL,"2018",2640060.23925873,7453984.27534726
"1948",ASD-S,Anglophone,Chris Saunders Memorial Elementary School,187 Pettingill Road,NULL,Quispamsis,Kings,E2E 3S8,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://ChrisSaunders.nbed.nb.ca/,"2015",2541490.30790293,7380819.25831912
"0860",ASD-N,Anglophone,Max Aitken Academy,58 Crocker Cresent,NULL,Miramichi,Northumberland,E1V 3T8,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",NULL,"2017",2570164.74901763,7555419.86648173
"1334",DSF-S,Francophone,École Champlain,"210, promenade Erinvale",NULL,Moncton,Westmorland,E1A 9T4,"Maternelle, 1-7",French,Français,http://champlain.nbed.nb.ca,"2016",2636409.07765533,7459348.90127226
"1363",DSF-S,Francophone,École Le Marais,"401, chemin Melanson",,Dieppe,Westmorland,E1A 1A5,3-5,French,Français,,"2018",2640002.73922144,7454050.94553587
"1026",ASD-N,Anglophone,King Street Elementary School,101 King Street,NULL,Miramichi,Northumberland,E1N 2N1,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",NULL,"2017",2579336.50928218,7559179.74693323
"3724",DSF-NE,Francophone,Le Galion des Appalaches,"61, rue Dover",NULL,Campbellton,Restigouche,E3N 1P7,"Maternelle, 1-8",French,Français,NULL,"2017",2487676.31591681,7666868.05372153
"2075",ASD-S,Anglophone,Seaside Park Elementary School,627 Havelock Street,NULL,Saint John,Saint John,E2M 2V4,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",NULL,"2017",2532822.72581486,7361141.5304288
