strID,strDST,strSEC,strNM,strAD1,strAD2,StrCM,strCT,strPC,strGR,strILEn,strILFr,strURL,intBuilt,xcoord,ycoord
"1228",DSF-S,Francophone,École Mont Carmel,"1545, Route 525",NULL,Sainte-Marie-de-Kent,Kent,E4S 2H2,"Maternelle, 1-8",French,Français,http://mont-carmel.nbed.nb.ca,"1992",2628715.18952016,7491881.64907856
"4010",ASD-N,Anglophone,Harcourt School,155 West Side Harcourt Rd.,NULL,Harcourt,Kent,E4T 2Y3,"Kindergarten, 1-5",English,Anglais,http://harcourtschool.nbed.nb.ca,"1951",2596025.37252972,7497723.034172
"1226",DSF-S,Francophone,École Clément-Cormier,"37, avenue Richard",NULL,Bouctouche,Kent,E4S 3T5,9-12,French,Français,http://ecc.nbed.nb.ca/,"1969",2636364.98459928,7498815.30271702
"1202",DSF-S,Francophone,École Dr-Marguerite-Michaud,"42, avenue Richard",NULL,Bouctouche,Kent,E4S 3N1,"Maternelle, 1-8",French,Français,http://edmm.nbed.nb.ca,"1988",2636487.0644714,7498619.25369283
"1206",DSF-S,Francophone,École Blanche-Bourgeois,"29, chemin Cocagne Cross",NULL,Cocagne,Kent,E4R 2J1,"Maternelle, 1-8",French,Français,http://blanche-bourgeois.nbed.nb.ca,"1996",2645018.55670335,7484790.25054396
"1227",DSF-S,Francophone,École Camille-Vautour,"7, avenue Clément",NULL,Saint-Antoine,Kent,E4V 1E2,"Maternelle, 1-8",French,Français,http://camille-vautour.nbed.nb.ca,"1992",2634383.42594144,7485877.94910497
"1213",DSF-S,Francophone,École Notre-Dame,"3860, Route 115",NULL,Notre-Dame,Kent,E4V 2J2,"Maternelle, 1-8",French,Français,http://notre-dame.nbed.nb.ca/,"1958",2635958.26779891,7480070.15005956
"1331",DSF-S,Francophone,Polyvalente Louis-J.-Robichaud,"435, rue Main",NULL,Shediac,Westmorland,E4P 2C1,9-12,French,Français,http://ljr.nbed.nb.ca,"1969",2651858.02205371,7470614.22966675
"1315",DSF-S,Francophone,École Mgr-François-Bourgeois,"294, avenue Belliveau",NULL,Shediac,Westmorland,E4P 1H6,"Maternelle, 1-8",French,Français,http://mfb.nbed.nb.ca,"1987",2651374.69277326,7471037.96125115
"1317",DSF-S,Francophone,École Père-Edgar-T.-LeBlanc,"1351, Route 133",NULL,Grand-Barachois,Westmorland,E4P 8C8,"Maternelle, 1-8",French,Français,http://petl.nbed.nb.ca,"2000",2660330.30366161,7471418.4415075
"1356",DSF-S,Francophone,École Donat-Robichaud,"2632, chemin Acadie",NULL,Cap-Pelé,Westmorland,E4N 1E3,"Maternelle, 1-8",French,Français,http://donat-robichaud.nbed.nb.ca,"1977",2671764.46085626,7471042.05315515
"1411",ASD-E,Anglophone,Tantramar Regional High School,223 Main Street,NULL,Sackville,Westmorland,E4L 3A7,9-12,"English, French Immersion","Anglais, Immersion française",http://trhs.nbed.nb.ca,"1968",2665287.04248222,7436651.00518712
"1402",ASD-E,Anglophone,Marshview Middle School,19 Queen's Road,NULL,Sackville,Westmorland,E4L 4G4,5-8,"English, French Immersion","Anglais, Immersion française",http://marshview.nbed.nb.ca/,"1949",2665306.64376224,7434621.22150523
"1417",ASD-E,Anglophone,Salem Elementary School,70 Queen's Road,NULL,Sackville,Westmorland,E4L 4G9,"Kindergarten, 1-4","English, French Immersion","Anglais, Immersion française",http://salem.nbed.nb.ca,"1980",2664852.29150582,7434294.88908892
"1401",ASD-E,Anglophone,Dorchester Consolidated School,18 Harrop Avenue,NULL,Dorchester,Westmorland,E4K 2X9,"Kindergarten, 1-8",English,Anglais,http://dorchester.nbed.nb.ca/,"1949",2653945.79895166,7434715.54918532
"1416",ASD-E,Anglophone,Port Elgin Regional School,33 Moore Road,NULL,Port Elgin,Westmorland,E4M 2E6,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://portelgin.nbed.nb.ca,"1996",2686115.57370162,7452674.98741004
"1340",DSF-S,Francophone,École Abbey-Landry,"432, rue Centrale",NULL,Memramcook,Westmorland,E4K 3S5,"Maternelle, 1-8",French,Français,http://abbey-landry.nbed.nb.ca,"1961",2649717.42825972,7444122.34906608
"1572",ASD-E,Anglophone,Arnold H. McLeod School,280 Storey Road East,NULL,Moncton,Westmorland,E1A 5Z3,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://ahm.nbed.nb.ca,"1983",2634932.58664595,7458129.55189512
"1571",ASD-E,Anglophone,Lewisville Middle School,45 McAuley Drive,NULL,Moncton,Westmorland,E1A 5R8,6-8,"English, French Immersion","Anglais, Immersion française",http://lewisville.nbed.nb.ca/,"1980",2635948.9616869,7457836.50459885
"1541",ASD-E,Anglophone,Mountain View School,2586 Route 115,NULL,Irishtown,Westmorland,E1H 2M4,"Kindergarten, 1-5",English,Anglais,http://mountainview.nbed.nb.ca,"1963",2630858.06017816,7469123.77603336
"1539",ASD-E,Anglophone,Moncton High School,140 Longfellow Drive,NULL,Moncton,Westmorland,E1H 0G4,9-12,"English, French Immersion","Anglais, Immersion française",http://monctonhigh.nbed.nb.ca/,"2015",2631972.3344832,7464118.8330527
"1559",ASD-E,Anglophone,Sunny Brae Middle School,170 Curry Street,NULL,Moncton,Westmorland,E1A 3W1,5-8,"English, French Immersion","Anglais, Immersion française",http://sunnybrae.nbed.nb.ca,"1956",2633158.0256203,7457799.20079082
"1514",ASD-E,Anglophone,Forest Glen School,43 Keenan Drive,NULL,Moncton,Westmorland,E1A 3P8,"Kindergarten, 1-4","English, French Immersion","Anglais, Immersion française",http://forestglenschool.nbed.nb.ca,"1965",2633440.40130056,7459398.21109631
"1360",DSF-S,Francophone,École L'Odyssée,"60, promenade Léopold F. Belliveau",NULL,Moncton,Westmorland,E1A 8V4,9-12,French,Français,http://Lodyssee.nbed.nb.ca,"2005",2632075.85857929,7459074.882328
"1359",DSF-S,Francophone,École Le Mascaret,"50, promenade Léopold F. Belliveau",NULL,Moncton,Westmorland,E1A 8V3,6-8,French,Français,http://Lemascaret.nbed.nb.ca,"2005",2632057.47112327,7459121.64968805
"1350",DSF-S,Francophone,École Saint-Henri,"101, avenue Gross",NULL,Moncton,Westmorland,E1C 7H3,"Maternelle, 1-5",French,Français,http://saint-henri.nbed.nb.ca,"1949",2630647.74542596,7457459.6098785
"1547",ASD-E,Anglophone,Queen Elizabeth School,31 Lynch Street,NULL,Moncton,Westmorland,E1C 3L5,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://queenelizabeth.nbed.nb.ca,"1953",2631152.91880243,7457062.13339813
"1349",DSF-S,Francophone,École Sainte-Bernadette,"46, rue Upton",NULL,Moncton,Westmorland,E1E 3Z1,"Maternelle, 1-5",French,Français,http://stebernadette.nbed.nb.ca,"2013",2631453.17813071,7454556.0021958
"1517",ASD-E,Anglophone,Harrison Trimble High School,80 Echo Drive,NULL,Moncton,Westmorland,E1C 3H8,9-12,"English, French Immersion","Anglais, Immersion française",http://hths.nbed.nb.ca,"1961",2630627.38523394,7456821.43182991
"1573",ASD-E,Anglophone,Edith Cavell School,125 Park Street,NULL,Moncton,Westmorland,E1C 2B4,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://edithcavell.nbed.nb.ca,"1988",2632416.79963561,7456067.8789332
"1569",ASD-E,Anglophone,Bernice MacNaughton High School,999 St. George Blvd.,NULL,Moncton,Westmorland,E1E 2C9,9-12,"English, French Immersion","Anglais, Immersion française",http://bmhs.nbed.nb.ca,"1975",2629250.95668866,7455411.28501259
"1504",ASD-E,Anglophone,Bessborough School,93 Bessborough Avenue,NULL,Moncton,Westmorland,E1E 1P6,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://bessborough.nbed.nb.ca/,"1958",2630779.26952209,7454710.46043594
"1519",ASD-E,Anglophone,Hillcrest School,60 Parlee Drive,NULL,Moncton,Westmorland,E1E 3B3,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://hillcrest.nbed.nb.ca,"1954",2631057.89070635,7455348.97870854
"1576",ASD-E,Anglophone,Evergreen Park School,333 Evergreen Drive,NULL,Moncton,Westmorland,E1G 2J2,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://evergreenpark.nbed.nb.ca,"1996",2626690.65563028,7458314.0065513
"1570",ASD-E,Anglophone,Riverview High School,400 Whitepine Road,NULL,Riverview,Albert,E1B 4H8,9-12,"English, French Immersion","Anglais, Immersion française",http://rhsroyals.nbed.nb.ca,"1977",2631432.02152269,7452135.35195354
"1551",ASD-E,Anglophone,West Riverview School,684 Coverdale Road,NULL,Riverview,Albert,E1B 3K6,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://westriverview.nbed.nb.ca,"1963",2630655.61076997,7452705.66606607
"1567",ASD-E,Anglophone,Claude D. Taylor School,200 Whitepine Road,NULL,Riverview,Albert,E1B 3L7,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://claudedtaylor.nbed.nb.ca,"1973",2630219.91412956,7451359.80852882
"1549",ASD-E,Anglophone,Riverview Middle School,45 Devere Road,NULL,Riverview,Albert,E1B 2M4,6-8,"English, French Immersion","Anglais, Immersion française",http://rms.nbed.nb.ca,"1949",2631840.77966707,7452801.31944216
"1550",ASD-E,Anglophone,Frank L. Bowser School,424 Cleveland Avenue,NULL,Riverview,Albert,E1B 1Y2,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://flb.nbed.nb.ca,"1962",2631895.58209912,7452615.81569799
"1578",ASD-E,Anglophone,Riverview East School,49 Chambers Road,NULL,Riverview,Albert,E1B 0P5,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://rivervieweast.nbed.nb.ca,"2013",2633188.58523633,7453405.76129872
"1932",ASD-S,Anglophone,Quispamsis Elementary School,290 Hampton Road,NULL,Quispamsis,Kings,E2E 4N1,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://quispamsiselementary.nbed.nb.ca,"1960",2542465.03711984,7379317.33191773
"1941",ASD-S,Anglophone,Kennebecasis Valley High School,398 Hampton Road,NULL,Quispamsis,Kings,E2E 4V5,9-12,"English, French Immersion","Anglais, Immersion française",http://kvhs.nbed.nb.ca/,"1974",2543245.22899256,7380566.79534289
"1946",ASD-S,Anglophone,Quispamsis Middle School,189 Pettingill Road,NULL,Quispamsis,Kings,E2E 3S8,6-8,"English, French Immersion","Anglais, Immersion française",http://qms.nbed.nb.ca,"1986",2541655.40819108,7380838.30830314
"1943",ASD-S,Anglophone,Lakefield Elementary School,9 Kensington Avenue,NULL,Quispamsis,Kings,E2E 2T8,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://lakefieldelementary.nbed.nb.ca,"1978",2541051.72921452,7379897.91124627
"2014",ASD-S,Anglophone,Glen Falls School,10 Princess Court,NULL,Saint John,Saint John,E2H 1X9,"Kindergarten, 1-5",English,Anglais,http://glenfalls.nbed.nb.ca,"1973",2537297.24921102,7368601.99251575
"1930",ASD-S,Anglophone,Fairvale Elementary School,11 School Avenue,NULL,Rothesay,Kings,E2E 1Z9,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://fairvale-elementary.nbed.nb.ca,"1958",2539886.91884543,7379086.75310151
"1928",ASD-S,Anglophone,Rothesay High School,61 Hampton Road,NULL,Rothesay,Kings,E2E 5L6,9-12,"English, French Immersion","Anglais, Immersion française",http://rhs.nbed.nb.ca,"1992",2540056.18194959,7377204.83194776
"1929",ASD-S,Anglophone,Harry Miller Middle School,63 Hampton Road,NULL,Rothesay,Kings,E2E 5L6,6-8,"English, French Immersion","Anglais, Immersion française",http://harrymiller.nbed.nb.ca,"1962",2539885.72140543,7377396.78177194
"1927",ASD-S,Anglophone,Rothesay Elementary School,230 Eriskay Drive,NULL,Rothesay,Kings,E2E 5G7,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://rothesay-elementary.nbed.nb.ca,"1974",2540281.4541418,7376648.91706724
"1942",ASD-S,Anglophone,Rothesay Park School,7 Hampton Road,NULL,Rothesay,Kings,E2E 5K8,6-8,"English, French Immersion","Anglais, Immersion française",http://rothesaypark.nbed.nb.ca,"1975",2539424.758077,7376517.61364312
"1931",ASD-S,Anglophone,Kennebecasis Park Elementary School,10 Broadway Street,NULL,Rothesay,Kings,E2H 1B2,"Kindergarten, 1-5",English,Anglais,http://Kparkschool.nbed.nb.ca,"1964",2537143.00562688,7372221.11495112
"2028",ASD-S,Anglophone,Lakewood Heights School,56 Lensdale Crescent,NULL,Saint John,Saint John,E2J 3P3,"Kindergarten, 1-5",English,Anglais,http://lakewoodheights.nbed.nb.ca,"1963",2540766.59078225,7368347.66061151
"2030",ASD-S,Anglophone,Loch Lomond School,25 Evergreen Avenue,NULL,Saint John,Saint John,E2N 1H3,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://lochlomond.nbed.nb.ca,"1953",2546973.37850003,7370544.51923756
"2066",ASD-S,Anglophone,Bayside Middle School,75 Bayside Drive,NULL,Saint John,Saint John,E2J 1A1,6-8,"English, French Immersion","Anglais, Immersion française",http://bayside.nbed.nb.ca,"1949",2536143.36876195,7365074.65555246
"2008",ASD-S,Anglophone,Champlain Heights School,111 Champlain Drive,NULL,Saint John,Saint John,E2J 3E4,"Kindergarten, 1-5",English,Anglais,http://champlainheights.nbed.nb.ca,"1956",2539071.39666868,7365750.48300909
"2047",ASD-S,Anglophone,Simonds High School,1490 Hickey Road,NULL,Saint John,Saint John,E2J 4E7,9-12,"English, French Immersion","Anglais, Immersion française",http://sh.nbed.nb.ca,"1970",2539810.16415736,7366504.55494579
"2004",ASD-S,Anglophone,Bayview School,184 Loch Lomond Road,NULL,Saint John,Saint John,E2J 1Y1,"Kindergarten, 1-5",English,Anglais,http://bayview.nbed.nb.ca/,"1958",2536714.90079448,7365520.73990488
"2013",ASD-S,Anglophone,Forest Hills School,15 Glengarry Drive,NULL,Saint John,Saint John,E2J 2X9,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://foresthillsschool.nbed.nb.ca,"1961",2538696.29177232,7368396.87149156
"2041",ASD-S,Anglophone,Princess Elizabeth School,20 Sixth Street,NULL,Saint John,Saint John,E2K 3M1,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://princess-elizabeth.nbed.nb.ca,"1949",2533833.3341998,7364844.28576025
"2043",ASD-S,Anglophone,Saint John High School,170-200 Prince William Street,NULL,Saint John,Saint John,E2L 2B7,9-12,"English, French Immersion","Anglais, Immersion française",http://sjhigh.nbed.nb.ca,"1986",2534466.32428038,7363310.43372682
"2067",ASD-S,Anglophone,St. John the Baptist/King Edward School,223 St. James Street,NULL,Saint John,Saint John,E2L 1W3,"Kindergarten, 1-8",English,Anglais,http://sjbke.nbed.nb.ca,"1948",2535228.14047309,7363277.76479879
"2051",ASD-S,Anglophone,St. Malachy's Memorial High School,2-20 Leinster Street,NULL,Saint John,Saint John,E2L 1H8,9-12,"English, French Immersion","Anglais, Immersion française",http://stm.nbed.nb.ca,"1954",2534863.08562475,7363716.46060719
"2039",ASD-S,Anglophone,Prince Charles School,317-319 Union Street,NULL,Saint John,Saint John,E2L 1B3,"Kindergarten, 1-8",English,Anglais,http://princecharles.nbed.nb.ca,"1954",2535093.03864897,7364115.12236756
"2060",ASD-S,Anglophone,Harbour View High School,305 Douglas Avenue,NULL,Saint John,Saint John,E2K 1E5,9-12,"English, French Immersion","Anglais, Immersion française",http://hvhs.nbed.nb.ca,"1986",2532644.07467869,7362919.93196645
"2635",ASD-W,Anglophone,Fredericton High School,300 Priestman Street,NULL,Fredericton,York,E3B 6J8,9-12,"English, French Immersion","Anglais, Immersion française",http://frederictonhigh.nbed.nb.ca,"1969",2487372.70836453,7437979.72109236
"2604",ASD-W,Anglophone,Connaught Street School,184 Connaught Street,NULL,Fredericton,York,E3B 2A9,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://connaughtstreet.nbed.nb.ca,"1957",2487856.48756498,7439497.50157377
"2619",ASD-W,Anglophone,George Street Middle School,575 George Street,NULL,Fredericton,York,E3B 1K2,6-8,"English, French Immersion","Anglais, Immersion française",http://georgest.nbed.nb.ca,"1924",2489033.38062207,7439847.3159741
"2624",ASD-W,Anglophone,Priestman Street Elementary School,363 Priestman Street,NULL,Fredericton,York,E3B 3B5,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://priestmanstreet.nbed.nb.ca,"1969",2487505.45946865,7438174.94630854
"2608",ASD-W,Anglophone,Forest Hill Elementary School,548 Forest Hill Road,NULL,Fredericton,York,E3B 4K6,"Kindergarten, 1","English, French Immersion","Anglais, Immersion française",http://fhes.nbed.nb.ca,"1955",2489694.42331069,7437337.25414776
"2634",ASD-W,Anglophone,Liverpool Street Elementary School,50 Liverpool Street,NULL,Fredericton,York,E3B 4V4,2-5,"English, French Immersion","Anglais, Immersion française",http://liverpoolelem.nbed.nb.ca,"1968",2489037.96596608,7436889.28166734
"2633",ASD-W,Anglophone,Montgomery Street Elementary School,692 Montgomery Street,NULL,Fredericton,York,E3B 2X8,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://montgomerystreet.nbed.nb.ca,"1963",2488314.0523654,7438173.78611654
"5137",DSF-S,Francophone,École Sainte-Anne,"715, rue Priestman",NULL,Fredericton,York,E3B 5W7,6-12,French,Français,http://esa.nbed.nb.ca,"1978",2488141.95482924,7437985.38086836
"5138",DSF-S,Francophone,École des Bâtisseurs,"715, rue Priestman",NULL,Fredericton,York,E3B 5W7,"Maternelle, 1-5",French,Français,http://batisseurs.nbed.nb.ca,"2007",2488225.61844532,7437978.02240436
"2641",ASD-W,Anglophone,Bliss Carman Middle School,615 Kimble Drive,NULL,Fredericton,York,E3B 0N4,6-8,"English, French Immersion","Anglais, Immersion française",http://blisscarman.nbed.nb.ca/,"2009",2489626.50843063,7436708.34675517
"3326",DSF-NO,Francophone,École communautaire Ernest-Lang,"13, rue Bellevue",NULL,Saint-François-de-Madawaska,Madawaska,E7A 1A4,"Maternelle, 1-8",French,Français,http://eel.nbed.nb.ca,"1976",2333055.89785281,7584803.4908291
"3327",DSF-NO,Francophone,Centre d'apprentissage du Haut-Madawaska,"323, boulevard Long",NULL,Clair,Madawaska,E7A 2C5,"Maternelle, 1-8",French,Français,http://cahm.nbed.nb.ca,"1997",2340588.96525182,7586253.20910245
"3314",DSF-NO,Francophone,École Saint-Jacques,"10, rue de l'École",NULL,Saint-Jacques,Madawaska,E7B 1E7,"Maternelle, 1-8",French,Français,http://ecole-st-jacques.nbed.nb.ca,"1986",2357576.26741165,7605006.92073591
"3316",DSF-NO,Francophone,École communautaire Saint-Joseph,"562, chemin Toussaint",NULL,Saint-Joseph-de-Madawaska,Madawaska,E7B 2T8,"Maternelle, 1-8",French,Français,http://esj.nbed.nb.ca,"1969",2363047.38831274,7607765.09814648
"5401",ASD-W,Anglophone,Saint Mary's Academy,52 Marmen Avenue,NULL,Edmundston,Madawaska,E3V 2H2,"Kindergarten, 1-12",English,Anglais,http://sma.nbed.nb.ca,"1990",2360743.6866786,7597926.57256932
"3329",DSF-NO,Francophone,Carrefour de la Jeunesse,"54, 21e avenue",NULL,Edmundston,Madawaska,E3V 2B9,"Maternelle, 1-8",French,Français,http://cdlj.nbed.nb.ca,"2005",2361139.68143096,7597738.72501715
"2908",ASD-W,Anglophone,Woodstock High School,144 Connell Park Road,NULL,Woodstock,Carleton,E7M 1M4,9-12,"English, French Immersion","Anglais, Immersion française",http://whs.nbed.nb.ca,"1975",2415748.36628182,7462951.61769161
"2909",ASD-W,Anglophone,Hartland Community School,217 Rockland Road,NULL,Hartland,Carleton,E7P 0A2,"Kindergarten, 1-12",English,Anglais,http://hhs.nbed.nb.ca,"2007",2421902.45294355,7479068.27421863
"2301",ASD-S,Anglophone,Campobello Island Consolidated School,1722 Route 774,NULL,Wilsons Beach,Charlotte,E5E 1K7,"Kindergarten, 1-12",English,Anglais,http://cics.nbed.nb.ca,"1966",2467069.14943362,7323351.2446976
"2339",ASD-S,Anglophone,Milltown Elementary School,434 Milltown Blvd.,NULL,St. Stephen,Charlotte,E3L 1J8,"Kindergarten, 1-5",English,Anglais,http://mes.nbed.nb.ca,"1992",2437506.05334209,7352986.6205972
"2337",ASD-S,Anglophone,St. Stephen Middle School,11 School Street,NULL,St. Stephen,Charlotte,E3L 2N4,6-8,"English, French Immersion","Anglais, Immersion française",http://ssms.nbed.nb.ca,"1987",2438744.98902324,7355288.75423134
"2336",ASD-S,Anglophone,St. Stephen Elementary School,King's Court,NULL,St. Stephen,Charlotte,E3L 3B2,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://sses.nbed.nb.ca,"1969",2439437.16335988,7355868.96671189
"2338",ASD-S,Anglophone,St. Stephen High School,282 King Street,NULL,St. Stephen,Charlotte,E3L 4X7,9-12,"English, French Immersion","Anglais, Immersion française",http://sshs.nbed.nb.ca,"1979",2439238.9282237,7356618.37279258
"2311",ASD-S,Anglophone,Vincent Massey Elementary School,166 Frederick Street,NULL,St. Andrews,Charlotte,E5B 1Z7,"Kindergarten, 1-5",English,Anglais,http://vmes.nbed.nb.ca,"1955",2456806.08177606,7342024.99498699
"2310",ASD-S,Anglophone,Sir James Dunn Academy,180 King Street,NULL,St. Andrews,Charlotte,E5B 1Y7,6-12,English,Anglais,http://sjda.nbed.nb.ca,"1966",2456698.64689596,7342123.86615508
"2302",ASD-S,Anglophone,Lawrence Station Elementary School,6227 Route 3,NULL,Lawrence Station,Charlotte,E5A 3C3,"Kindergarten, 1-5",English,Anglais,http://lses.nbed.nb.ca,"1946",2447364.22167126,7381151.52583943
"2704",ASD-W,Anglophone,McAdam High School,29 Lake Road,NULL,McAdam,York,E6J 1N7,6-12,English,Anglais,http://mhs.nbed.nb.ca,"1924",2435231.61916397,7399711.54147272
"2703",ASD-W,Anglophone,McAdam Elementary School,29 Rose Street,NULL,McAdam,York,E6J 1Z1,"Kindergarten, 1-5",English,Anglais,http://mcadames.nbed.nb.ca,"1945",2435809.2887965,7399916.01852891
"0513",DSF-NE,Francophone,École L'Escale-des-Jeunes,"2930, rue Morais",NULL,Bas-Caraquet,Gloucester,E1W 6A8,"Maternelle, 1-8",French,Français,http://escaledesjeunes.nbed.nb.ca,"1986",2625023.47828472,7645641.38822976
"0539",DSF-NE,Francophone,Polyvalente Louis-Mailloux,"30, rue Cormier",C. P. 5751,Caraquet,Gloucester,E1W 1B7,9-12,French,Français,http://plm.nbed.nb.ca,"1970",2615418.51507578,7644277.32973249
"0540",DSF-NE,Francophone,École Marguerite-Bourgeoys,"238, rue Marguerite-Bourgeoys",C. P. 5680,Caraquet,Gloucester,E1W 1B7,"Maternelle, 1-8",French,Français,http://margueritebourgeoys.blogspot.ca,"1981",2614995.48915539,7644225.67674044
"0504",DSF-NE,Francophone,École Ola-Léger,"642, boulevard des Acadiens",NULL,Bertrand,Gloucester,E1W 1G8,"Maternelle, 1-8",French,Français,http://olaleger.nbed.nb.ca,"1994",2606648.65893961,7639565.2512641
"0503",DSF-NE,Francophone,École Léandre-LeGresley,"261, rue Acadie",C.P. 1003,Grande-Anse,Gloucester,E8N 2T9,"Maternelle, 1-8",French,Français,http://leandrelegresley.nbed.nb.ca,"1957",2598378.41265991,7646593.43597465
"0541",DSF-NE,Francophone,École Terre des Jeunes,"1191, rue des Fondateurs",NULL,Paquetville,Gloucester,E8R 1A9,"Maternelle, 1-8",French,Français,http://terredesjeunes.nbed.nb.ca,"1982",2604532.39794564,7631066.92344819
"2638",ASD-W,Anglophone,Royal Road Elementary School,340 Royal Road,NULL,Fredericton,York,E3A 6J9,"Kindergarten, 1-5","English, French Immersion","Anglais, Immersion française",http://RoyalRoad.nbed.nb.ca,"1982",2486783.94074798,7444034.382346
"2620",ASD-W,Anglophone,Nashwaak Valley School,747 Route 628 Hwy,NULL,Durham Bridge,York,E6C 1N6,"Kindergarten, 1-5",English,Anglais,http://nashwaakvalley.nbed.nb.ca/,"1955",2491904.74152075,7459170.00079209
"0906",ASD-W,Anglophone,Stanley Consolidated School,28 Bridge Street,NULL,Stanley,York,E6B 1B2,"Kindergarten, 1-12",English,Anglais,http://stanleyhigh.nbed.nb.ca,"1992",2481584.49101514,7475762.41219955
"1702",ASD-E,Anglophone,Caledonia Regional High School,35 School Lane,NULL,Hillsborough,Albert,E4H 3B8,6-12,"English, French Immersion","Anglais, Immersion française",http://caledonia.nbed.nb.ca,"1972",2643204.08399766,7438162.44595653
"1703",ASD-E,Anglophone,Hillsborough Elementary School,31 School Lane,NULL,Hillsborough,Albert,E4H 3B8,"Kindergarten, 1-5",English,Anglais,http://hillsboroughelementary.nbed.nb.ca,"1963",2643265.65967771,7438166.57638853
"1704",ASD-E,Anglophone,Riverside Consolidated School,90 Water Street,NULL,Riverside-Albert,Albert,E4H 3Z7,"Kindergarten, 1-5",English,Anglais,http://rcs.nbed.nb.ca,"1905",2637620.70658446,7417983.04843374
"1610",ASD-E,Anglophone,J.M.A. Armstrong/Salisbury Middle School,55 Douglas Street,NULL,Salisbury,Westmorland,E4J 2B4,5-12,"English, French Immersion","Anglais, Immersion française",http://jmasms.nbed.nb.ca,"1962",2612952.96934548,7448196.37108587
"1607",ASD-E,Anglophone,Salisbury Elementary School,2646 River Road,NULL,Salisbury,Westmorland,E4J 2R2,"Kindergarten, 1-4","English, French Immersion","Anglais, Immersion française",http://salisburyelem.nbed.nb.ca,"1947",2613158.68812967,7448215.79342189
"1528",ASD-E,Anglophone,Magnetic Hill School,3346 Route 126,NULL,Lutes Mountain,Westmorland,E1G 2X4,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://maghill.nbed.nb.ca,"1988",2622574.06247444,7460737.27260155
"1505",ASD-E,Anglophone,Birchmount School,256 Ayer Avenue,NULL,Moncton,Westmorland,E1C 8G8,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://birchmount.nbed.nb.ca,"1965",2629097.36897652,7457249.0014943
"1503",ASD-E,Anglophone,Beaverbrook School,1085 Mountain Road,NULL,Moncton,Westmorland,E1C 2S9,"Kindergarten, 1-8",English,Anglais,http://beaverbrook.nbed.nb.ca,"1949",2629830.3664812,7457529.00405456
"1577",ASD-E,Anglophone,Northrop Frye School,1392 Ryan Street,NULL,Moncton,Westmorland,E1G 2V3,"Kindergarten, 1-8","English, French Immersion","Anglais, Immersion française",http://northropfrye.nbed.nb.ca/,"2010",2624697.61844442,7459427.30959233
"1362",DSF-S,Francophone,École Le Sommet,"701, rue Ryan",NULL,Moncton,Westmorland,E1G 5R2,"Maternelle, 1-8",French,Français,http://lesommet.nbed.nb.ca,"2013",2626396.808846,7457502.31720654
"2020",ASD-S,Anglophone,Hazen-White-St. Francis School,538 Sandy Point Road,NULL,Saint John,Saint John,E2K 3S2,"Kindergarten, 1-8",English,Anglais,http://hwsf.nbed.nb.ca,"1961",2533488.69317548,7366023.54707334
"2065",ASD-S,Anglophone,Millidgeville North School,500 Woodward Avenue,NULL,Saint John,Saint John,E2K 4G7,3-8,"English, French Immersion","Anglais, Immersion française",http://millidgeville.nbed.nb.ca,"1967",2530337.28888454,7366370.39084967
"2007",ASD-S,Anglophone,Centennial School,10 Constance Street,NULL,Saint John,Saint John,E2K 2P8,"Kindergarten, 1-5",English,Anglais,http://centennial.nbed.nb.ca/,"1966",2532681.81535072,7364685.2680321
"2059",ASD-S,Anglophone,M. Gerald Teed Memorial School,151 Black Street,NULL,Saint John,Saint John,E2K 2L6,"Kindergarten, 1-2","English, French Immersion","Anglais, Immersion française",http://mgeraldteed.nbed.nb.ca,"1963",2531193.58328534,7366385.52697768
